# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam	s1-unshuffled-pe-trim.sorted.bam	s2-shuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-shuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-shuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-shuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam
ENSE00002357166	22	21225391	21225554	-	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001562520	22	21207974	21208284	-	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001635224	22	21208999	21209126	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002370764	22	21225391	21225561	-	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001735434	22	21226105	21226278	-	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001798126	22	21226594	21226662	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001665023	22	21227396	21227637	-	242	0	0	4	0	2	0	0	0	0	0	4	0	0	0	2
ENSE00003797435	22	21228760	21229138	-	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001665176	22	21268161	21268903	+	743	1	4	3	4	4	0	1	0	4	0	3	0	4	0	4
ENSE00001760601	22	21282881	21284161	+	1281	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSE00002023633	22	21290760	21290846	-	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002080838	22	21291566	21291728	-	163	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSE00002066462	22	21292206	21292311	-	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002036360	22	21293257	21293392	-	136	3	0	2	3	0	0	3	0	0	0	2	0	3	0	0
ENSE00002052224	22	21294447	21294586	-	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001733711	22	21300990	21301424	-	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001615469	22	21306069	21306223	-	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001702744	22	21306686	21306726	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001760841	22	21306953	21307025	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001790025	22	21307559	21309524	-	1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003349816	22;22;22;22;22	21311740;21311740;21311740;21311740;21311740	21311773;21311773;21311773;21311773;21311773	-;-;-;-;-	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003352113	22;22;22;22;22	21312239;21312239;21312239;21312239;21312239	21312300;21312300;21312300;21312300;21312300	-;-;-;-;-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003315734	22;22;22;22;22	21314300;21314300;21314300;21314300;21314300	21314365;21314365;21314365;21314365;21314365	-;-;-;-;-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003404569	22;22;22;22;22;22	21319270;21319270;21319270;21319270;21319270;21319270	21319356;21319356;21319356;21319356;21319356;21319356	-;-;-;-;-;-	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003455249	22;22;22;22;22	21322303;21322303;21322303;21322303;21322303	21322327;21322327;21322327;21322327;21322327	-;-;-;-;-	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001761776	22;22;22;22;22;22	21322796;21322796;21322796;21322796;21322796;21322796	21322854;21322854;21322854;21322854;21322854;21322854	-;-;-;-;-;-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001740428	22;22;22	21324831;21324831;21324831	21325042;21325042;21325042	-;-;-	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001641939	22	21300991	21301424	-	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003429744	22;22	21306069;21306069	21307025;21307025	-;-	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001619832	22	21307559	21309881	-	2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001778924	22	21300997	21301424	-	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001604527	22	21309821	21311344	-	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001750614	22	21322796	21322984	-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001667557	22	21324831	21324937	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001601946	22	21321592	21321719	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001798019	22	21322195	21322327	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001722953	22;22	21324831;21324831	21324967;21324967	-;-	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001789440	22	21321948	21322327	-	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001643881	22	21322141	21322327	-	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001636106	22	21322796	21322935	-	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001702620	22	21312920	21313036	+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001664888	22	21314247	21314904	+	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001718059	22	21341595	21345258	+	3664	6	2	4	12	4	0	6	0	2	0	4	0	12	0	4
ENSE00003758971	22	21354563	21354849	+	287	2	0	2	0	2	0	2	0	0	0	2	0	0	0	2
ENSE00003760327	22	21355701	21355763	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003850016	22	21360601	21361299	-	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001726557	22	21370064	21370274	+	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001626852	22	21370516	21370660	+	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001632358	22	21371149	21371312	+	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001738550	22	21371777	21371945	+	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003717206	22	21379382	21379701	-	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003725284	22	21383374	21389478	+	6105	0	2	4	0	0	0	0	0	2	0	4	0	0	0	0
ENSE00001807175	22	21389191	21389491	+	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002088488	22	21389796	21389938	-	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003715289	22	21396273	21396590	-	318	0	1	6	4	1	0	0	0	1	0	6	0	4	0	1
ENSE00001372561	22	21417371	21417560	+	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001385660	22;22	21442759;21442759	21442857;21442857	+;+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001548117	22;22	21444922;21444922	21451463;21451463	+;+	6542	2	0	10	15	10	0	2	12	0	7	10	4	15	2	10
ENSE00001692820	22	21420636	21420757	+	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001549045	22	21444922	21449434	+	4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001729761	22	21442460	21442857	+	398	0	0	0	1	2	0	0	0	0	0	0	0	1	0	2
ENSE00003712104	22	21463963	21464279	+	317	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0
ENSE00001691175	22	21466423	21467614	+	1192	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001637438	22;22;22;22	21467894;21467894;21467894;21467894	21468017;21468017;21468017;21468017	+;+;+;+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003793456	22;22	21468315;21468315	21468431;21468431	+;+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001736433	22;22;22;22;22;22;22;22	21468779;21468779;21468779;21468779;21468779;21468779;21468779;21468779	21468835;21468835;21468835;21468835;21468835;21468835;21468835;21468835	+;+;+;+;+;+;+;+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001776224	22;22;22	21468944;21468944;21468944	21469003;21469003;21469003	+;+;+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003723009	22;22;22;22;22;22	21469274;21469274;21469274;21469274;21469274;21469274	21469346;21469346;21469346;21469346;21469346;21469346	+;+;+;+;+;+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003715294	22;22;22;22;22	21469494;21469494;21469494;21469494;21469494	21469534;21469534;21469534;21469534;21469534	+;+;+;+;+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001610249	22	21469642	21469935	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002248307	22	21466450	21467023	+	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003746008	22	21467140	21467614	+	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001797456	22;22;22	21468152;21468152;21468152	21468202;21468202;21468202	+;+;+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003795365	22;22	21468354;21468354	21468431;21468431	+;+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003793468	22;22	21468779;21468779	21468835;21468835	+;+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003799310	22	21468944	21469062	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003795619	22;22;22	21469274;21469274;21469274	21469346;21469346;21469346	+;+;+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003798471	22;22;22	21469494;21469494;21469494	21469534;21469534;21469534	+;+;+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003793599	22;22	21469617;21469617	21469935;21469935	+;+	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001769228	22	21467262	21467614	+	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001712198	22;22	21467894;21467894	21468431;21468431	+;+	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001729931	22	21468944	21469346	+	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001798024	22	21469494	21469933	+	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003799432	22	21467319	21467614	+	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003795814	22	21468944	21469003	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001637514	22	21469130	21469194	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003800990	22	21469642	21469925	+	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001696121	22	21467391	21467614	+	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001633482	22	21467894	21468202	+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001670323	22;22	21468315;21468315	21468431;21468431	+;+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001765820	22;22;22;22;22	21468944;21468944;21468944;21468944;21468944	21469062;21469062;21469062;21469062;21469062	+;+;+;+;+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003473944	22	21469617	21471269	+	1653	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSE00001603646	22	21467392	21467768	+	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879272	22	21469617	21469933	+	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001744485	22	21467465	21467614	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001643198	22;22	21469130;21469130	21469194;21469194	+;+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001617226	22;22	21469642;21469642	21469925;21469925	+;+	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001697260	22	21467620	21467768	+	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001784284	22	21467894	21468017	+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001728979	22	21468944	21469267	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001690776	22	21468098	21468202	+	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001592824	22	21468354	21468431	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001681796	22	21468288	21468431	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001700014	22;22	21469274;21469274	21469534;21469534	+;+	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001748975	22	21469617	21469919	+	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001786001	22	21468747	21468835	+	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001715017	22	21469617	21469935	+	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001729480	22	21468756	21468835	+	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001639490	22	21469494	21469717	+	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002237863	22	21469148	21469194	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001888660	22	21473000	21473405	-	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003487970	22;22;22;22;22;22;22	21474597;21474597;21474597;21474597;21474597;21474597;21474597	21474680;21474680;21474680;21474680;21474680;21474680;21474680	-;-;-;-;-;-;-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001875489	22	21475211	21476764	-	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003629299	22;22;22;22;22;22	21477790;21477790;21477790;21477790;21477790;21477790	21477915;21477915;21477915;21477915;21477915;21477915	-;-;-;-;-;-	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001830837	22	21477997	21478694	-	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003667417	22;22;22;22;22;22;22;22;22	21479759;21479759;21479759;21479759;21479759;21479759;21479759;21479759;21479759	21479829;21479829;21479829;21479829;21479829;21479829;21479829;21479829;21479829	-;-;-;-;-;-;-;-;-	71	3	1	1	4	2	0	3	0	1	0	1	0	4	0	2
ENSE00003486820	22;22;22;22;22;22;22;22;22	21479930;21479930;21479930;21479930;21479930;21479930;21479930;21479930;21479930	21480002;21480002;21480002;21480002;21480002;21480002;21480002;21480002;21480002	-;-;-;-;-;-;-;-;-	73	3	0	0	4	0	0	3	0	0	0	0	0	4	0	0
ENSE00003623596	22;22;22;22;22;22;22;22;22	21483020;21483020;21483020;21483020;21483020;21483020;21483020;21483020;21483020	21483090;21483090;21483090;21483090;21483090;21483090;21483090;21483090;21483090	-;-;-;-;-;-;-;-;-	71	1	0	2	5	3	0	1	0	0	0	2	0	5	0	3
ENSE00003637973	22;22;22;22;22;22;22;22;22	21484005;21484005;21484005;21484005;21484005;21484005;21484005;21484005;21484005	21484134;21484134;21484134;21484134;21484134;21484134;21484134;21484134;21484134	-;-;-;-;-;-;-;-;-	130	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSE00001821412	22;22	21473009;21473009	21473405;21473405	-;-	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001942809	22	21475211	21477143	-	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003612034	22;22;22;22;22	21475211;21475211;21475211;21475211;21475211	21475300;21475300;21475300;21475300;21475300	-;-;-;-;-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001846338	22	21476002	21477217	-	1216	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSE00001939985	22	21473011	21473405	-	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003255133	22	21474597	21474800	-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001883258	22	21475211	21476741	-	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003290832	22;22;22;22;22;22;22	21477997;21477997;21477997;21477997;21477997;21477997;21477997	21478101;21478101;21478101;21478101;21478101;21478101;21478101	-;-;-;-;-;-;-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003594928	22;22;22;22;22;22;22;22	21478585;21478585;21478585;21478585;21478585;21478585;21478585;21478585	21478694;21478694;21478694;21478694;21478694;21478694;21478694;21478694	-;-;-;-;-;-;-;-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001694938	22	21473023	21473405	-	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001905595	22;22	21476002;21476002	21476764;21476764	-;-	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003610253	22;22;22;22;22	21486800;21486800;21486800;21486800;21486800	21486927;21486927;21486927;21486927;21486927	-;-;-;-;-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003579500	22;22;22;22;22;22;22	21487565;21487565;21487565;21487565;21487565;21487565;21487565	21487672;21487672;21487672;21487672;21487672;21487672;21487672	-;-;-;-;-;-;-	108	4	1	3	1	5	0	4	0	1	0	3	0	1	0	5
ENSE00003610082	22;22;22;22;22;22	21487872;21487872;21487872;21487872;21487872;21487872	21488023;21488023;21488023;21488023;21488023;21488023	-;-;-;-;-;-	152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSE00003144208	22	21488224	21488382	-	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001778495	22	21473035	21473405	-	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001710671	22	21476002	21476160	-	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001883766	22;22	21486800;21486800	21486975;21486975	-;-	176	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSE00003376800	22;22;22	21488224;21488224;21488224	21488381;21488381;21488381	-;-;-	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001684589	22;22;22	21491994;21491994;21491994	21492094;21492094;21492094	-;-;-	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001679494	22	21517325	21517533	-	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001958470	22	21473059	21473405	-	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003617769	22	21475992	21476160	-	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003668815	22	21476644	21476764	-	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003641919	22	21477997	21478161	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003811286	22	21488224	21488358	-	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001809435	22	21473076	21473405	-	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001932449	22	21487872	21487907	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001810954	22;22	21477380;21477380	21477915;21477915	-;-	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001953831	22	21488224	21490611	-	2388	0	0	2	2	0	0	0	0	0	0	2	0	2	0	0
ENSE00001872883	22	21514130	21514255	-	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001812313	22	21477413	21477915	-	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001811423	22	21517325	21517520	-	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001917139	22;22	21491976;21491976	21492094;21492094	-;-	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001926092	22	21514134	21514223	-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001831159	22	21517325	21517481	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002088611	22	21544897	21545039	+	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001809053	22	21545344	21545644	-	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001719744	22	21545357	21550831	-	5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001685980	22	21545678	21551461	-	5784	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0
ENSE00001772595	22	21549447	21549650	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003653912	22;22	21592861;21592861	21592956;21592956	+;+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003575779	22;22;22	21610857;21610857;21610857	21611043;21611043;21611043	+;+;+	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003653159	22;22;22	21621515;21621515;21621515	21624034;21624034;21624034	+;+;+	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001369259	22;22	21567547;21567547	21567771;21567771	+;+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001832256	22	21567730	21568377	+	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003528872	22	21592861	21592956	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003573291	22	21610857	21611043	+	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003504136	22	21621515	21624034	+	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003747676	22	21555138	21555457	+	320	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSE00003663156	22;22;22	21628089;21628089;21628089	21628787;21628787;21628787	-;-;-	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001851246	22	21629010	21629761	-	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001943856	22	21629851	21630012	-	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001895035	22	21629308	21630031	-	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003683671	22	21628089	21628787	-	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003630670	22	21629010	21629187	-	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003509849	22;22	21629308;21629308	21629407;21629407	-;-	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003677110	22;22	21629602;21629602	21629761;21629761	-;-	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001872160	22;22	21629851;21629851	21630064;21630064	-;-	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003675798	22;22	21629010;21629010	21629187;21629187	-;-	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003494776	22	21629308	21629407	-	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001597970	22	21629543	21629761	-	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001909659	22	21628114	21628787	-	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001863206	22	21629308	21629761	-	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001897154	22	21629851	21630038	-	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001813477	22	21628122	21628787	-	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001839271	22	21629010	21629407	-	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003688159	22	21629602	21629761	-	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001883838	22	21629851	21630014	-	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001625914	22	21628167	21628787	-	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001535339	22	21629851	21630035	-	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003704405	22	21632716	21632827	+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001136193	22;22	21633120;21633120	21633253;21633253	+;+	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001056711	22;22	21634022;21634022	21634570;21634570	+;+	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003706586	22	21634685	21635802	+	1118	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001707342	22	21632718	21632827	+	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001746871	22	21632980	21633253	+	274	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSE00001601844	22	21634022	21634209	+	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001309084	22	21632760	21632827	+	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001136182	22	21634685	21635266	+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001261060	22	21636432	21637329	+	898	4	0	6	8	7	2	4	0	0	0	6	0	8	0	7
ENSE00003708220	22	21640844	21641284	+	441	0	0	2	2	2	0	0	0	0	0	2	0	2	0	2
ENSE00000879336	22	21642302	21642523	+	222	0	0	6	2	4	0	0	0	0	0	6	0	2	0	4
ENSE00000879337	22	21642862	21643058	+	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879338	22	21643894	21644299	+	406	8	2	19	16	18	9	8	7	2	2	19	5	16	8	18
ENSE00001838660	22	21642354	21642523	+	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001851906	22	21642862	21643292	+	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001954966	22	21652270	21652331	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001915333	22	21653342	21653466	+	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001952227	22	21654013	21654167	+	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001926207	22	21658266	21658462	+	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
